COREF	start_token	end_token	prop	cat	text	book	page
-1	0	1	NOM	PER	My grandfather	mdp.39076001498182	160
3	6	7	PROP	PER	Great Northern	mdp.39076001498182	160
-1	9	9	PRON	PER	he	mdp.39076001498182	160
-1	19	19	PRON	PER	he	mdp.39076001498182	160
1	27	28	PROP	GPE	Kootenay country	mdp.39076001498182	160
-1	31	31	PRON	PER	he	mdp.39076001498182	160
-1	33	37	NOM	PER	an Indian girl named Angeline	mdp.39076001498182	160
4	37	37	PROP	PER	Angeline	mdp.39076001498182	160
-1	39	39	PRON	PER	She	mdp.39076001498182	160
-1	43	46	NOM	PER	a strange Indian girl	mdp.39076001498182	160
-1	55	56	NOM	PER	Indian girls	mdp.39076001498182	160
4	63	64	PROP	PER	Angeline McLoughlin	mdp.39076001498182	160
5	66	67	PROP	PER	Mrs. Sullivan	mdp.39076001498182	160
2	70	72	PROP	LOC	the Kootenay Valley	mdp.39076001498182	160
0	74	74	PRON	PER	I	mdp.39076001498182	160
6	78	79	PROP	PER	Gram Sullivan	mdp.39076001498182	160
-1	82	82	PRON	PER	She	mdp.39076001498182	160
0	0	0	PRON	PER	I	mdp.39015053751635	226
4	5	5	PROP	PER	Dewasentah	mdp.39015053751635	226
0	8	8	PRON	PER	me	mdp.39015053751635	226
-1	10	10	PRON	PER	her	mdp.39015053751635	226
-1	10	11	NOM	FAC	her house	mdp.39015053751635	226
-1	17	18	NOM	FAC	the road	mdp.39015053751635	226
-1	20	21	NOM	FAC	the school	mdp.39015053751635	226
0	23	23	PRON	PER	I	mdp.39015053751635	226
4	27	27	PROP	PER	Dewasentah	mdp.39015053751635	226
0	29	29	PRON	PER	I	mdp.39015053751635	226
-1	31	35	NOM	PER	a student at Syracuse University	mdp.39015053751635	226
1	34	35	PROP	ORG	Syracuse University	mdp.39015053751635	226
0	42	42	PRON	PER	my	mdp.39015053751635	226
-1	42	46	NOM	VEH	my Harley - Davidson motorcycle	mdp.39015053751635	226
2	43	45	PROP	VEH	Harley - Davidson	mdp.39015053751635	226
-1	49	50	NOM	FAC	the reservation	mdp.39015053751635	226
-1	52	58	NOM	PER	One of my dearest friends at Onondaga	mdp.39015053751635	226
0	54	54	PRON	PER	my	mdp.39015053751635	226
-1	54	58	NOM	PER	my dearest friends at Onondaga	mdp.39015053751635	226
3	58	58	PROP	GPE	Onondaga	mdp.39015053751635	226
-1	60	60	PRON	PER	she	mdp.39015053751635	226
-1	62	76	NOM	PER	one of the elders of their nation and the Clan Mother of the Eel Clan	mdp.39015053751635	226
-1	67	67	PRON	PER	their	mdp.39015053751635	226
-1	67	68	NOM	GPE	their nation	mdp.39015053751635	226
-1	70	76	NOM	PER	the Clan Mother of the Eel Clan	mdp.39015053751635	226
3	7	7	PROP	PER	Pistola	uva.x000083545	192
-1	9	9	PRON	PER	his	uva.x000083545	192
4	13	14	PROP	PER	many Yaquis	uva.x000083545	192
-1	16	16	PRON	PER	him	uva.x000083545	192
-1	24	27	NOM	PER	the community in Tucson	uva.x000083545	192
0	27	27	PROP	GPE	Tucson	uva.x000083545	192
4	36	36	PROP	PER	Yaquis	uva.x000083545	192
1	38	38	PROP	GPE	Sonora	uva.x000083545	192
-1	52	56	NOM	PER	a youth from Mesquital Village	uva.x000083545	192
2	55	56	PROP	GPE	Mesquital Village	uva.x000083545	192
-1	64	73	NOM	ORG	"a rather loosely organized and unofficial "" police ” force"	uva.x000083545	192
3	76	76	PROP	PER	Pistola	uva.x000083545	192
3	84	84	PROP	PER	Pistola	uva.x000083545	192
-1	97	97	PRON	PER	he	uva.x000083545	192
-1	99	99	PRON	PER	his	uva.x000083545	192
-1	102	105	NOM	GPE	the southern Tucson communities	uva.x000083545	192
0	0	2	PROP	GPE	San Luis Valley	uc1.32106006887498	100
-1	4	7	NOM	PER	family of farm workers	uc1.32106006887498	100
-1	23	25	NOM	PER	a Mexican woman	uc1.32106006887498	100
-1	33	33	PRON	PER	She	uc1.32106006887498	100
-1	41	41	PRON	PER	her	uc1.32106006887498	100
-1	50	50	PRON	PER	her	uc1.32106006887498	100
-1	3	4	NOM	GPE	the village	uva.x000083545	195
-1	10	16	NOM	LOC	"a “ Yaqui Nation "" in Arizona"	uva.x000083545	195
0	12	13	PROP	GPE	Yaqui Nation	uva.x000083545	195
1	16	16	PROP	GPE	Arizona	uva.x000083545	195
-1	21	22	NOM	PER	Those families	uva.x000083545	195
-1	26	31	NOM	GPE	the South Tucson villages of Libre	uva.x000083545	195
2	33	33	PROP	PER	Mesquital	uva.x000083545	195
3	45	45	PROP	PER	Pistola	uva.x000083545	195
-1	45	47	NOM	PER	Pistola 's followers	uva.x000083545	195
-1	49	49	NOM	PER	opponents	uva.x000083545	195
-1	54	55	NOM	GPE	the village	uva.x000083545	195
-1	58	59	NOM	PER	many Yaquis	uva.x000083545	195
-1	61	69	NOM	PER	some of whom were already squatting on the site	uva.x000083545	195
3	73	73	PROP	PER	Pistola	uva.x000083545	195
-1	82	85	NOM	FAC	a wellestablished ceremonial center	uva.x000083545	195
-1	0	0	PRON	PER	She	pst.000032468786	079
-1	7	8	NOM	FAC	boarding school	pst.000032468786	079
-1	14	14	PRON	PER	her	pst.000032468786	079
-1	17	17	NOM	PER	Indians	pst.000032468786	079
-1	22	22	PRON	PER	their	pst.000032468786	079
-1	25	25	PRON	PER	they	pst.000032468786	079
-1	29	32	NOM	PER	the “ white man	pst.000032468786	079
0	48	48	PROP	GPE	America	pst.000032468786	079
-1	49	56	NOM	GPE	a nation of free men and free institutions	pst.000032468786	079
-1	52	56	NOM	PER	free men and free institutions	pst.000032468786	079
-1	59	62	NOM	LOC	its rivers and mountains	pst.000032468786	079
-1	65	65	PRON	FAC	its	pst.000032468786	079
-1	65	67	NOM	LOC	its stately forests	pst.000032468786	079
-1	70	70	PRON	LOC	its	pst.000032468786	079
-1	70	72	NOM	LOC	its broad prairies	pst.000032468786	079
-1	74	76	NOM	PER	millions of workers	pst.000032468786	079
-1	76	76	NOM	PER	workers	pst.000032468786	079
-1	79	80	NOM	FAC	great factories	pst.000032468786	079
-1	82	83	NOM	FAC	commercial highways	pst.000032468786	079
-1	85	86	NOM	FAC	fruitful farms	pst.000032468786	079
-1	89	90	NOM	LOC	productive mines	pst.000032468786	079
4	4	4	PROP	PER	Gram	mdp.39076001498182	167
0	10	12	PROP	ORG	Carlisle Indian School	mdp.39076001498182	167
1	15	15	PROP	GPE	Pennsylvania	mdp.39076001498182	167
-1	18	18	PRON	FAC	its	mdp.39076001498182	167
2	25	25	PROP	GPE	Carlisle	mdp.39076001498182	167
-1	29	33	NOM	ORG	government - run boarding school	mdp.39076001498182	167
-1	40	40	NOM	PER	Indians	mdp.39076001498182	167
-1	46	47	NOM	ORG	mainstream society	mdp.39076001498182	167
-1	49	49	PRON	PER	They	mdp.39076001498182	167
-1	52	52	NOM	PER	students	mdp.39076001498182	167
-1	58	61	NOM	PER	not extremely young children	mdp.39076001498182	167
-1	63	64	NOM	PER	older ones	mdp.39076001498182	167
-1	66	66	NOM	PER	adolescents	mdp.39076001498182	167
3	72	74	PROP	GPE	the United States	mdp.39076001498182	167
-1	77	77	PRON	PER	them	mdp.39076001498182	167
-1	79	80	NOM	VEH	freight train	mdp.39076001498182	167
1	82	82	PROP	GPE	Pennsylvania	mdp.39076001498182	167
0	15	15	PRON	PER	I	uva.x000083545	161
1	32	32	PROP	PER	Maxwell	uva.x000083545	161
0	41	41	PRON	PER	I	uva.x000083545	161
2	45	45	PROP	PER	Bondex	uva.x000083545	161
-1	68	68	PRON	PER	we	uva.x000083545	161
-1	73	74	NOM	FAC	the ramada	uva.x000083545	161
-1	77	79	NOM	FAC	a barbeque pit	uva.x000083545	161
-1	4	5	NOM	FAC	dirt roads	mdp.39015043788846	015
-1	7	7	PRON	PER	She	mdp.39015043788846	015
1	10	11	PROP	FAC	St. Michaels	mdp.39015043788846	015
-1	13	14	NOM	PER	the priests	mdp.39015043788846	015
-1	18	18	PRON	PER	her	mdp.39015043788846	015
-1	20	20	PRON	PER	They	mdp.39015043788846	015
-1	22	22	PRON	PER	us	mdp.39015043788846	015
-1	29	29	PRON	PER	We	mdp.39015043788846	015
0	37	37	PRON	PER	I	mdp.39015043788846	015
2	40	41	PROP	GPE	Fort Defiance	mdp.39015043788846	015
0	43	43	PRON	PER	I	mdp.39015043788846	015
0	51	51	PRON	PER	I	mdp.39015043788846	015
3	56	57	PROP	ORG	Sherman Institute	mdp.39015043788846	015
4	59	59	PROP	GPE	California	mdp.39015043788846	015
0	64	64	PRON	PER	my	mdp.39015043788846	015
-1	64	65	NOM	PER	my aunt	mdp.39015043788846	015
-1	68	68	PRON	PER	She	mdp.39015043788846	015
5	73	74	PROP	GPE	Los Angeles	mdp.39015043788846	015
-1	73	76	NOM	FAC	Los Angeles cleaning houses	mdp.39015043788846	015
-1	78	78	PRON	PER	She	mdp.39015043788846	015
-1	88	88	PRON	PER	She	mdp.39015043788846	015
0	90	90	PRON	PER	me	mdp.39015043788846	015
0	94	94	PRON	PER	I	mdp.39015043788846	015
-1	104	104	PRON	PER	they	mdp.39015043788846	015
0	106	106	PRON	PER	me	mdp.39015043788846	015
6	108	108	PROP	GPE	Haskell	mdp.39015043788846	015
7	110	110	PROP	GPE	Kansas	mdp.39015043788846	015
-1	112	112	PRON	PER	We	mdp.39015043788846	015
-1	115	116	NOM	VEH	the train	mdp.39015043788846	015
8	118	118	PROP	GPE	Gallup	mdp.39015043788846	015
0	125	125	PRON	PER	I	mdp.39015043788846	015
-1	128	129	NOM	VEH	a train	mdp.39015043788846	015
-1	131	131	PRON	PER	They	mdp.39015043788846	015
-1	133	133	PRON	PER	us	mdp.39015043788846	015
-1	134	134	PRON	PER	our	mdp.39015043788846	015
-1	134	135	NOM	FAC	our beds	mdp.39015043788846	015
-1	143	143	NOM	FAC	school	mdp.39015043788846	015
-1	145	147	NOM	PER	Many more Indians	mdp.39015043788846	015
9	151	151	PROP	PER	Cherokees	mdp.39015043788846	015
10	153	153	PROP	PER	Choctaws	mdp.39015043788846	015
11	155	155	PROP	PER	Blackfeet	mdp.39015043788846	015
-1	157	157	NOM	PER	Some	mdp.39015043788846	015
-1	162	162	NOM	PER	others	mdp.39015043788846	015
-1	1	4	NOM	PER	a My grandfather Sullivan	mdp.39076001498182	158
0	2	2	PRON	PER	My	mdp.39076001498182	158
3	4	4	PROP	PER	Sullivan	mdp.39076001498182	158
-1	6	12	NOM	PER	the youngest child of a large family	mdp.39076001498182	158
-1	10	12	NOM	PER	a large family	mdp.39076001498182	158
-1	14	14	PRON	PER	He	mdp.39076001498182	158
1	18	19	PROP	GPE	County Clare	mdp.39076001498182	158
2	21	21	PROP	GPE	Ireland	mdp.39076001498182	158
-1	4	4	PRON	PER	our	pst.000032468786	046
-1	7	9	NOM	PER	three young boys	pst.000032468786	046
-1	11	13	NOM	PER	two tall girls	pst.000032468786	046
-1	15	15	NOM	PER	Judéwin	pst.000032468786	046
-1	17	17	PRON	PER	our	pst.000032468786	046
-1	17	18	NOM	PER	our friend	pst.000032468786	046
-1	22	22	PRON	PER	I.	pst.000032468786	046
-1	23	23	PRON	PER	We	pst.000032468786	046
-1	38	38	PRON	PER	we	pst.000032468786	046
-1	45	47	NOM	LOC	the Dakota plains	pst.000032468786	046
-1	52	53	NOM	PER	both children	pst.000032468786	046
-1	55	55	NOM	PER	parents	pst.000032468786	046
0	2	2	PRON	PER	I	uc1.b4102033	147
0	8	8	PRON	PER	I	uc1.b4102033	147
2	25	25	PROP	PER	Bluebird	uc1.b4102033	147
3	27	31	PROP	PER	Ta - yo - ne	uc1.b4102033	147
4	35	35	PROP	PER	Kwey	uc1.b4102033	147
1	37	39	PROP	LOC	Sky - Back	uc1.b4102033	147
-1	43	43	PRON	PER	you	uc1.b4102033	147
-1	49	49	PRON	PER	you	uc1.b4102033	147
-1	56	56	PRON	PER	She	uc1.b4102033	147
-1	58	58	PRON	PER	him	uc1.b4102033	147
-1	64	64	PRON	PER	he	uc1.b4102033	147
-1	75	76	NOM	LOC	the shore	uc1.b4102033	147
5	90	91	PROP	PER	Gray Wolf	uc1.b4102033	147
-1	107	107	PRON	PER	he	uc1.b4102033	147
-1	0	1	NOM	PER	This child	uva.x000083545	102
-1	8	8	PRON	PER	our	uva.x000083545	102
-1	8	9	NOM	PER	our people	uva.x000083545	102
1	19	19	PROP	PER	Joseph	uva.x000083545	102
-1	21	21	PRON	PER	We	uva.x000083545	102
2	33	33	PROP	PER	Mistletoe	uva.x000083545	102
-1	40	40	PRON	PER	I	uva.x000083545	102
-1	47	48	NOM	PER	the foreman	uva.x000083545	102
-1	47	50	NOM	FAC	the foreman 's home	uva.x000083545	102
-1	52	52	PRON	PER	I	uva.x000083545	102
-1	56	58	NOM	PER	the other men	uva.x000083545	102
-1	66	66	PRON	PER	I	uva.x000083545	102
0	70	70	PRON	PER	My	uva.x000083545	102
-1	70	72	NOM	PER	My heavenly Father	uva.x000083545	102
0	74	74	PRON	PER	my	uva.x000083545	102
-1	74	75	NOM	GPE	my country	uva.x000083545	102
-1	85	85	PRON	PER	Thy	uva.x000083545	102
-1	8	8	PRON	PER	we	mdp.39015053751635	070
-1	13	13	PRON	PER	our	mdp.39015053751635	070
4	19	19	PROP	PER	Grampa	mdp.39015053751635	070
0	22	22	PRON	PER	me	mdp.39015053751635	070
0	24	24	PRON	PER	I	mdp.39015053751635	070
-1	28	28	PRON	PER	him	mdp.39015053751635	070
-1	30	30	PRON	PER	he	mdp.39015053751635	070
1	37	38	PROP	GPE	North Greenfield	mdp.39015053751635	070
-1	43	43	PRON	PER	our	mdp.39015053751635	070
-1	43	44	NOM	FAC	our house	mdp.39015053751635	070
-1	47	48	NOM	LOC	the hills	mdp.39015053751635	070
-1	52	58	NOM	LOC	the small mountains of the Kaydeross Range	mdp.39015053751635	070
2	56	58	PROP	LOC	the Kaydeross Range	mdp.39015053751635	070
-1	60	64	NOM	LOC	the foothills of the Adirondacks	mdp.39015053751635	070
3	63	64	PROP	LOC	the Adirondacks	mdp.39015053751635	070
-1	69	69	PRON	PER	I	mdp.39015053751635	070
-1	71	71	PRON	PER	we	mdp.39015053751635	070
0	76	76	PRON	PER	my	mdp.39015053751635	070
-1	76	77	NOM	PER	my grandfather	mdp.39015053751635	070
-1	84	84	PRON	PER	he	mdp.39015053751635	070
-1	2	2	PRON	PER	his	wu.89060396363	045
-1	11	11	PRON	PER	Your	wu.89060396363	045
-1	11	12	NOM	PER	Your father	wu.89060396363	045
0	14	14	PRON	PER	me	wu.89060396363	045
-1	16	16	PRON	PER	you	wu.89060396363	045
1	18	18	PROP	PER	Iroquois	wu.89060396363	045
0	0	0	PROP	PER	Tewaquaptewa	mdp.39015046352020	085
1	8	9	PROP	PER	the Hostiles	mdp.39015046352020	085
-1	19	19	PRON	PER	him	mdp.39015046352020	085
-1	22	22	PRON	PER	he	mdp.39015046352020	085
2	25	26	PROP	PER	the Shungopovis	mdp.39015046352020	085
3	30	31	PROP	PER	the Oraibians	mdp.39015046352020	085
0	40	40	PROP	PER	Tewaquaptewa	mdp.39015046352020	085
-1	42	42	PRON	PER	his	mdp.39015046352020	085
-1	42	43	NOM	PER	his council	mdp.39015046352020	085
-1	48	48	PRON	PER	his	mdp.39015046352020	085
-1	48	56	NOM	FAC	his house on the northern edge of the village	mdp.39015046352020	085
-1	51	56	NOM	LOC	the northern edge of the village	mdp.39015046352020	085
-1	55	56	NOM	GPE	the village	mdp.39015046352020	085
-1	62	62	PRON	PER	they	mdp.39015046352020	085
-1	71	72	NOM	PER	the Hostiles	mdp.39015046352020	085
-1	80	80	PRON	PER	he	mdp.39015046352020	085
4	84	84	PROP	PER	Yokeoma	mdp.39015046352020	085
-1	86	86	PRON	PER	his	mdp.39015046352020	085
-1	86	93	NOM	PER	his followers , who were also in council	mdp.39015046352020	085
2	96	97	PROP	PER	the Shungopovis	mdp.39015046352020	085
-1	108	108	PRON	PER	their	mdp.39015046352020	085
-1	113	113	PRON	PER	them	mdp.39015046352020	085
1	4	4	PROP	PER	Ricky	mdp.39015053751635	083
-1	8	8	PRON	PER	I	mdp.39015053751635	083
-1	10	10	PRON	PER	I	mdp.39015053751635	083
-1	12	13	NOM	PER	someone else	mdp.39015053751635	083
2	21	21	PROP	PER	Pauly	mdp.39015053751635	083
-1	25	25	PRON	PER	I	mdp.39015053751635	083
-1	27	29	NOM	PER	a big one	mdp.39015053751635	083
-1	32	32	PRON	PER	he	mdp.39015053751635	083
-1	36	36	PRON	PER	we	mdp.39015053751635	083
-1	38	38	PRON	PER	him	mdp.39015053751635	083
1	50	50	PROP	PER	Ricky	mdp.39015053751635	083
0	54	54	PRON	PER	I	mdp.39015053751635	083
-1	56	56	PRON	PER	them	mdp.39015053751635	083
-1	71	72	NOM	FAC	the road	mdp.39015053751635	083
0	75	75	PRON	PER	my	mdp.39015053751635	083
-1	0	0	NOM	PER	Traders	mdp.39015046352020	071
0	3	3	PROP	GPE	Utah	mdp.39015046352020	071
1	5	5	PROP	GPE	Hualapai	mdp.39015046352020	071
4	7	7	PROP	PER	Zuni	mdp.39015046352020	071
-1	11	13	NOM	GPE	New Mexico pueblos	mdp.39015046352020	071
5	19	19	PROP	PER	Taos	mdp.39015046352020	071
-1	31	32	NOM	PER	Hopi traders	mdp.39015046352020	071
2	35	35	PROP	GPE	Winslow	mdp.39015046352020	071
-1	38	45	NOM	FAC	the little towns along the Santa Fe railroad	mdp.39015046352020	071
-1	42	45	NOM	FAC	the Santa Fe railroad	mdp.39015046352020	071
3	50	50	PROP	GPE	Flagstaff	mdp.39015046352020	071
-1	52	52	PRON	PER	They	mdp.39015046352020	071
-1	54	55	NOM	LOC	the country	mdp.39015046352020	071
-1	60	63	NOM	PER	most of the tribes	mdp.39015046352020	071
-1	62	63	NOM	PER	the tribes	mdp.39015046352020	071
-1	1	1	PRON	PER	I	uc1.b4102033	140
-1	4	4	PRON	PER	you	uc1.b4102033	140
0	13	13	PROP	PER	Tortoise	uc1.b4102033	140
-1	16	16	PRON	PER	I	uc1.b4102033	140
-1	19	19	PRON	PER	you	uc1.b4102033	140
1	30	30	PROP	PER	Jungie	uc1.b4102033	140
0	37	37	PROP	PER	Tortoise	uc1.b4102033	140
-1	0	1	NOM	VEH	The train	uva.x000083545	105
1	7	7	PROP	GPE	Mistletoe	uva.x000083545	105
0	16	16	PRON	PER	I	uva.x000083545	105
2	21	21	PROP	GPE	Ashland	uva.x000083545	105
0	24	24	PRON	PER	my	uva.x000083545	105
0	33	33	PRON	PER	my	uva.x000083545	105
-1	36	39	NOM	FAC	A oneroom waiting shed	uva.x000083545	105
-1	41	43	NOM	FAC	the train stop	uva.x000083545	105
-1	0	0	PRON	PER	We	mdp.39015043788846	047
0	4	4	PRON	PER	my	mdp.39015043788846	047
-1	18	18	PRON	PER	she	mdp.39015043788846	047
1	21	22	PROP	PER	Apple Annie	mdp.39015043788846	047
-1	24	24	PRON	PER	her	mdp.39015043788846	047
0	29	29	PRON	PER	me	mdp.39015043788846	047
2	31	31	PROP	PER	Viv	mdp.39015043788846	047
0	33	33	PRON	PER	I	mdp.39015043788846	047
3	49	49	PROP	PER	L{{’litsoi	mdp.39015043788846	047
0	51	51	PRON	PER	I	mdp.39015043788846	047
-1	58	58	PRON	PER	We	mdp.39015043788846	047
1	0	0	PROP	PER	Lololama	mdp.39015046352020	078
-1	0	5	NOM	PER	Lololama 's right - hand man	mdp.39015046352020	078
2	10	10	PROP	PER	Yokeoma	mdp.39015046352020	078
1	22	22	PROP	PER	Lololama	mdp.39015046352020	078
0	26	26	PROP	GPE	Washington	mdp.39015046352020	078
-1	28	28	PRON	PER	his	mdp.39015046352020	078
-1	28	29	NOM	PER	his people	mdp.39015046352020	078
-1	38	38	PRON	PER	their	mdp.39015046352020	078
2	44	44	PROP	PER	Yokeoma	mdp.39015046352020	078
1	48	48	PROP	PER	Lololama	mdp.39015046352020	078
-1	56	57	NOM	GPE	the village	mdp.39015046352020	078
-1	0	1	NOM	PER	No man	uc1.b4102033	182
-1	6	6	PRON	PER	he	uc1.b4102033	182
-1	12	13	NOM	PER	the tribe	uc1.b4102033	182
1	16	17	PROP	PER	Sleek Cheek	uc1.b4102033	182
-1	19	22	NOM	PER	a rover by nature	uc1.b4102033	182
-1	26	26	PRON	PER	he	uc1.b4102033	182
2	29	30	PROP	PER	Grand Sagamore	uc1.b4102033	182
-1	38	38	PRON	PER	he	uc1.b4102033	182
-1	44	45	NOM	LOC	the world	uc1.b4102033	182
-1	51	52	NOM	LOC	the world	uc1.b4102033	182
-1	53	53	PRON	PER	he	uc1.b4102033	182
2	55	56	PROP	PER	Grand Sagamore	uc1.b4102033	182
-1	58	58	NOM	FAC	home	uc1.b4102033	182
-1	61	63	NOM	PER	the whole tribe	uc1.b4102033	182
-1	65	65	PRON	PER	him	uc1.b4102033	182
-1	72	72	PRON	PER	his	uc1.b4102033	182
-1	77	79	NOM	PER	a Grand Sagamore	uc1.b4102033	182
-1	82	83	NOM	LOC	the world	uc1.b4102033	182
-1	86	87	NOM	GPE	Many countries	uc1.b4102033	182
0	89	90	PROP	LOC	Sleek Cheek	uc1.b4102033	182
-1	97	97	PRON	PER	he	uc1.b4102033	182
-1	104	104	PRON	PER	he	uc1.b4102033	182
-1	107	107	PRON	PER	him	uc1.b4102033	182
0	4	4	PRON	PER	my	uva.x000083545	133
-1	4	5	NOM	PER	my mother	uva.x000083545	133
0	8	8	PRON	PER	my	uva.x000083545	133
-1	8	9	NOM	PER	my father	uva.x000083545	133
0	16	16	PRON	PER	I	uva.x000083545	133
0	19	19	PRON	PER	my	uva.x000083545	133
-1	19	20	NOM	PER	my niece	uva.x000083545	133
-1	19	22	NOM	FAC	my niece 's tent	uva.x000083545	133
-1	24	24	PRON	PER	her	uva.x000083545	133
-1	24	25	NOM	PER	her husband	uva.x000083545	133
-1	31	31	PRON	PER	them	uva.x000083545	133
1	37	37	PROP	GPE	Guadalupe	uva.x000083545	133
7	39	39	PROP	PER	Higley	uva.x000083545	133
0	44	44	PRON	PER	I	uva.x000083545	133
8	49	49	PROP	PER	Agustina	uva.x000083545	133
-1	51	51	PRON	PER	her	uva.x000083545	133
-1	51	52	NOM	PER	her family	uva.x000083545	133
0	55	55	PRON	PER	my	uva.x000083545	133
0	59	59	PRON	PER	I	uva.x000083545	133
0	68	68	PRON	PER	I	uva.x000083545	133
0	73	73	PRON	PER	I	uva.x000083545	133
0	78	78	PRON	PER	I	uva.x000083545	133
0	81	81	PRON	PER	my	uva.x000083545	133
0	86	86	PRON	PER	I	uva.x000083545	133
-1	91	94	NOM	VEH	the Phoenix local train	uva.x000083545	133
0	102	102	PRON	PER	I	uva.x000083545	133
2	105	106	PROP	FAC	Coolidge station	uva.x000083545	133
-1	109	110	NOM	VEH	the train	uva.x000083545	133
0	115	115	PRON	PER	I	uva.x000083545	133
3	118	118	PROP	GPE	Picacho	uva.x000083545	133
4	130	131	PROP	LOC	Red Rock	uva.x000083545	133
0	133	133	PRON	PER	I	uva.x000083545	133
-1	135	137	NOM	PER	a lone man	uva.x000083545	133
0	143	143	PRON	PER	I	uva.x000083545	133
5	148	148	PROP	GPE	Marana	uva.x000083545	133
-1	154	160	NOM	PER	two other SP gang workers in Marana	uva.x000083545	133
5	160	160	PROP	GPE	Marana	uva.x000083545	133
9	166	167	PROP	PER	Manuel García	uva.x000083545	133
-1	169	173	NOM	PER	second Monaha of Barrio Libre	uva.x000083545	133
6	172	173	PROP	GPE	Barrio Libre	uva.x000083545	133
-1	178	181	NOM	PER	Ramón of Río Yaqui	uva.x000083545	133
10	180	181	PROP	PER	Río Yaqui	uva.x000083545	133
0	15	17	PROP	PER	neladu isgohitsgwa sudalsgohisgi	inu.39000000903711	041
1	1	1	PROP	GPE	Australia	mdp.39076001498182	135
0	3	3	PRON	PER	I	mdp.39076001498182	135
0	8	8	PRON	PER	I	mdp.39076001498182	135
-1	14	17	NOM	FAC	the Youth Opportunity Center	mdp.39076001498182	135
-1	21	22	NOM	PER	unmarried mothers	mdp.39076001498182	135
-1	33	47	NOM	ORG	welfare and did n't have any job skills and were lacking a high school diploma	mdp.39076001498182	135
0	1	1	PROP	PER	Utana	inu.39000000903711	079
1	72	72	PROP	PER	Hlahno	inu.39000000903711	079
1	0	2	PROP	FAC	Middle Grove Road	mdp.39015053751635	079
-1	11	11	PRON	PER	our	mdp.39015053751635	079
-1	15	15	PRON	PER	us	mdp.39015053751635	079
2	17	18	PROP	FAC	Mill Road	mdp.39015053751635	079
3	30	31	PROP	FAC	State Road	mdp.39015053751635	079
-1	33	33	PRON	PER	We	mdp.39015053751635	079
-1	35	35	PRON	FAC	it	mdp.39015053751635	079
-1	37	39	NOM	FAC	the dirt road	mdp.39015053751635	079
-1	45	52	NOM	FAC	the only road I was allowed to cross	mdp.39015053751635	079
0	48	48	PRON	PER	I	mdp.39015053751635	079
-1	1	1	PRON	PER	we	mdp.39015043788846	040
-1	11	11	PRON	PER	our	mdp.39015043788846	040
1	21	22	PROP	PER	the Pinkie	mdp.39015043788846	040
-1	26	26	PRON	PER	you	mdp.39015043788846	040
-1	35	35	PRON	PER	they	mdp.39015043788846	040
-1	38	38	PRON	PER	you	mdp.39015043788846	040
2	43	43	PROP	PER	Jasper	mdp.39015043788846	040
-1	45	45	PRON	PER	his	mdp.39015043788846	040
-1	57	57	PRON	PER	his	mdp.39015043788846	040
-1	60	60	PRON	PER	we	mdp.39015043788846	040
-1	62	63	NOM	PER	the doctor	mdp.39015043788846	040
-1	66	66	PRON	PER	his	mdp.39015043788846	040
-1	71	71	PRON	PER	he	mdp.39015043788846	040
-1	82	82	PRON	PER	we	mdp.39015043788846	040
2	84	84	PROP	PER	Jasper	mdp.39015043788846	040
-1	86	86	PRON	PER	he	mdp.39015043788846	040
